snr: 2.054255, var: 1.363270, inckl_gen:185.594604, inckl_eta:71.218140, inckl_z:0.680922
snr: 1.339112, var: 0.812994, inckl_gen:308.577148, inckl_eta:19.700188, inckl_z:0.054274
snr: 1.293057, var: 0.754673, inckl_gen:302.142120, inckl_eta:9.377812, inckl_z:0.055799
snr: 1.254612, var: 0.717259, inckl_gen:130.465988, inckl_eta:10.891383, inckl_z:0.031490
snr: 1.268970, var: 0.735235, inckl_gen:214.229202, inckl_eta:15.104579, inckl_z:0.048605
snr: 1.271508, var: 0.744310, inckl_gen:209.382355, inckl_eta:19.218363, inckl_z:0.055146
snr: 1.264898, var: 0.730268, inckl_gen:183.266266, inckl_eta:13.532599, inckl_z:0.054880
snr: 1.237946, var: 0.695097, inckl_gen:159.835388, inckl_eta:12.679745, inckl_z:0.037409
snr: 1.249632, var: 0.708283, inckl_gen:218.258820, inckl_eta:27.766205, inckl_z:0.060735
snr: 1.285256, var: 0.765608, inckl_gen:227.247833, inckl_eta:14.566269, inckl_z:0.047669
snr: 1.258461, var: 0.731265, inckl_gen:196.948273, inckl_eta:13.088776, inckl_z:0.046553
snr: 1.289293, var: 0.759059, inckl_gen:118.659203, inckl_eta:15.904731, inckl_z:0.046357
snr: 1.278904, var: 0.745511, inckl_gen:143.624985, inckl_eta:7.894322, inckl_z:0.047646
snr: 1.273371, var: 0.733156, inckl_gen:184.503159, inckl_eta:10.734522, inckl_z:0.066889
snr: 1.311782, var: 0.781021, inckl_gen:117.359192, inckl_eta:8.163226, inckl_z:0.040311
snr: 1.315922, var: 0.786548, inckl_gen:305.458008, inckl_eta:12.857671, inckl_z:0.049337
snr: 1.260975, var: 0.729224, inckl_gen:233.398026, inckl_eta:17.024254, inckl_z:0.054945
snr: 1.244765, var: 0.704122, inckl_gen:243.436813, inckl_eta:12.499920, inckl_z:0.050927
snr: 1.268416, var: 0.719660, inckl_gen:174.776566, inckl_eta:9.349881, inckl_z:0.040768
snr: 1.245981, var: 0.708849, inckl_gen:273.264557, inckl_eta:10.422755, inckl_z:0.052835
snr: 1.269114, var: 0.726944, inckl_gen:158.719315, inckl_eta:10.645751, inckl_z:0.048099
snr: 1.317707, var: 0.796346, inckl_gen:282.400360, inckl_eta:7.371335, inckl_z:0.067744
snr: 1.270406, var: 0.746522, inckl_gen:213.813385, inckl_eta:9.343329, inckl_z:0.055211
snr: 1.255610, var: 0.733728, inckl_gen:163.339630, inckl_eta:7.320584, inckl_z:0.039507
snr: 1.240556, var: 0.724618, inckl_gen:131.336472, inckl_eta:9.050017, inckl_z:0.049950
snr: 1.232514, var: 0.723801, inckl_gen:193.115158, inckl_eta:15.131574, inckl_z:0.051946
snr: 1.284448, var: 0.754928, inckl_gen:132.269699, inckl_eta:7.751186, inckl_z:0.046921
snr: 1.246745, var: 0.723671, inckl_gen:207.013290, inckl_eta:10.034266, inckl_z:0.059731
snr: 1.287144, var: 0.760350, inckl_gen:155.826523, inckl_eta:10.493018, inckl_z:0.059483
snr: 1.334336, var: 0.813324, inckl_gen:243.896240, inckl_eta:7.878858, inckl_z:0.051165
snr: 1.321320, var: 0.797429, inckl_gen:215.444901, inckl_eta:7.773618, inckl_z:0.052350
snr: 1.235047, var: 0.709905, inckl_gen:286.817963, inckl_eta:11.192221, inckl_z:0.056691
snr: 1.190663, var: 0.667375, inckl_gen:208.981888, inckl_eta:7.291548, inckl_z:0.043477
snr: 1.222581, var: 0.706985, inckl_gen:149.037109, inckl_eta:5.051738, inckl_z:0.050085
snr: 1.237311, var: 0.721276, inckl_gen:128.169662, inckl_eta:7.184227, inckl_z:0.061318
snr: 1.247163, var: 0.730787, inckl_gen:75.982079, inckl_eta:6.330463, inckl_z:0.042914
snr: 1.209209, var: 0.706622, inckl_gen:203.836105, inckl_eta:6.849838, inckl_z:0.064066
snr: 1.321263, var: 0.807435, inckl_gen:97.552971, inckl_eta:6.261197, inckl_z:0.045949
snr: 1.289983, var: 0.788836, inckl_gen:183.279007, inckl_eta:7.814847, inckl_z:0.046210
snr: 1.268817, var: 0.772201, inckl_gen:232.308990, inckl_eta:10.872977, inckl_z:0.047946
snr: 1.261231, var: 0.762858, inckl_gen:138.488647, inckl_eta:5.442680, inckl_z:0.050918
snr: 1.267851, var: 0.778479, inckl_gen:176.946884, inckl_eta:11.929566, inckl_z:0.051078
snr: 1.234562, var: 0.742704, inckl_gen:127.893494, inckl_eta:10.678828, inckl_z:0.050827
snr: 1.257821, var: 0.781740, inckl_gen:219.749710, inckl_eta:10.316094, inckl_z:0.052690
snr: 1.248628, var: 0.762508, inckl_gen:197.137894, inckl_eta:5.600612, inckl_z:0.054912
snr: 1.284162, var: 0.805578, inckl_gen:194.864899, inckl_eta:5.555042, inckl_z:0.048263
snr: 1.265415, var: 0.799722, inckl_gen:123.337364, inckl_eta:6.185205, inckl_z:0.060344
snr: 1.235248, var: 0.744951, inckl_gen:80.470085, inckl_eta:4.430873, inckl_z:0.043299
snr: 1.220160, var: 0.736357, inckl_gen:154.842468, inckl_eta:9.429515, inckl_z:0.053132
snr: 1.293872, var: 0.799023, inckl_gen:178.606171, inckl_eta:7.908441, inckl_z:0.053800
snr: 1.306238, var: 0.816095, inckl_gen:175.030319, inckl_eta:12.146917, inckl_z:0.053447
snr: 1.274595, var: 0.793598, inckl_gen:219.168137, inckl_eta:6.649335, inckl_z:0.053748
snr: 1.249003, var: 0.760502, inckl_gen:117.774612, inckl_eta:7.023540, inckl_z:0.056939
snr: 1.274678, var: 0.793618, inckl_gen:117.280724, inckl_eta:4.525070, inckl_z:0.050681
snr: 1.262061, var: 0.781053, inckl_gen:143.773102, inckl_eta:5.511456, inckl_z:0.045946
snr: 1.268713, var: 0.807221, inckl_gen:153.590515, inckl_eta:7.018498, inckl_z:0.064572
snr: 1.326324, var: 0.866558, inckl_gen:102.186890, inckl_eta:7.260728, inckl_z:0.039739
snr: 1.259712, var: 0.796149, inckl_gen:180.204376, inckl_eta:4.785075, inckl_z:0.064237
snr: 1.266896, var: 0.823364, inckl_gen:109.023979, inckl_eta:7.288951, inckl_z:0.043192
snr: 1.257939, var: 0.788174, inckl_gen:119.813026, inckl_eta:3.582653, inckl_z:0.048007
snr: 1.261812, var: 0.795543, inckl_gen:152.143585, inckl_eta:5.427272, inckl_z:0.048187
snr: 1.239674, var: 0.778625, inckl_gen:51.480267, inckl_eta:3.989448, inckl_z:0.044233
snr: 1.261490, var: 0.790365, inckl_gen:62.332153, inckl_eta:4.503455, inckl_z:0.062424
snr: 1.254726, var: 0.792448, inckl_gen:85.244530, inckl_eta:3.795377, inckl_z:0.055096
snr: 1.252169, var: 0.776689, inckl_gen:101.489372, inckl_eta:4.425968, inckl_z:0.043439
snr: 1.269851, var: 0.792602, inckl_gen:86.096466, inckl_eta:5.718606, inckl_z:0.049446
snr: 1.242016, var: 0.781682, inckl_gen:111.279198, inckl_eta:4.072325, inckl_z:0.059333
snr: 1.252532, var: 0.785576, inckl_gen:110.183861, inckl_eta:10.398541, inckl_z:0.062991
snr: 1.265234, var: 0.804493, inckl_gen:56.543697, inckl_eta:4.522065, inckl_z:0.041002
snr: 1.328388, var: 0.881854, inckl_gen:99.290947, inckl_eta:5.615054, inckl_z:0.054165
snr: 1.322188, var: 0.860724, inckl_gen:36.266445, inckl_eta:3.707639, inckl_z:0.050119
snr: 1.289031, var: 0.838280, inckl_gen:56.070343, inckl_eta:6.191221, inckl_z:0.049041
snr: 1.226966, var: 0.782370, inckl_gen:76.138634, inckl_eta:8.672417, inckl_z:0.055277
snr: 1.247326, var: 0.831561, inckl_gen:78.553673, inckl_eta:7.206296, inckl_z:0.068416
snr: 1.259659, var: 0.855405, inckl_gen:65.723076, inckl_eta:4.265061, inckl_z:0.045574
snr: 1.233585, var: 0.810860, inckl_gen:50.319733, inckl_eta:4.342062, inckl_z:0.047079
snr: 1.231810, var: 0.808952, inckl_gen:40.489223, inckl_eta:3.183373, inckl_z:0.043689
snr: 1.223545, var: 0.820065, inckl_gen:32.586990, inckl_eta:3.262604, inckl_z:0.051223
snr: 1.229194, var: 0.802829, inckl_gen:43.980770, inckl_eta:3.362308, inckl_z:0.057375
snr: 1.206498, var: 0.788236, inckl_gen:43.321899, inckl_eta:2.344806, inckl_z:0.048529
snr: 1.228347, var: 0.804002, inckl_gen:71.275017, inckl_eta:7.957447, inckl_z:0.043123
snr: 1.252506, var: 0.835236, inckl_gen:52.303486, inckl_eta:2.994524, inckl_z:0.042979
snr: 1.252650, var: 0.846996, inckl_gen:60.914772, inckl_eta:4.395181, inckl_z:0.050472
snr: 1.195278, var: 0.801913, inckl_gen:82.145988, inckl_eta:3.219677, inckl_z:0.056193
snr: 1.236210, var: 0.854490, inckl_gen:59.103321, inckl_eta:5.286684, inckl_z:0.051247
snr: 1.202044, var: 0.809876, inckl_gen:63.591236, inckl_eta:6.556277, inckl_z:0.047983
snr: 1.212148, var: 0.826056, inckl_gen:54.578217, inckl_eta:5.109657, inckl_z:0.047999
snr: 1.203596, var: 0.834185, inckl_gen:102.063011, inckl_eta:3.672944, inckl_z:0.043754
snr: 1.207653, var: 0.816862, inckl_gen:57.765163, inckl_eta:4.784938, inckl_z:0.055821
snr: 1.207382, var: 0.840931, inckl_gen:20.925947, inckl_eta:4.025746, inckl_z:0.038118
snr: 1.191977, var: 0.805811, inckl_gen:60.439960, inckl_eta:5.450061, inckl_z:0.061365
snr: 1.217242, var: 0.852407, inckl_gen:77.749847, inckl_eta:3.525161, inckl_z:0.057433
snr: 1.226785, var: 0.842396, inckl_gen:31.899750, inckl_eta:4.101226, inckl_z:0.048058
snr: 1.223515, var: 0.867752, inckl_gen:35.490471, inckl_eta:2.376562, inckl_z:0.039757
snr: 1.243416, var: 0.879162, inckl_gen:34.467693, inckl_eta:4.140061, inckl_z:0.062521
snr: 1.232612, var: 0.875157, inckl_gen:60.446877, inckl_eta:5.997721, inckl_z:0.056015
snr: 1.240711, var: 0.861650, inckl_gen:38.521362, inckl_eta:5.036491, inckl_z:0.051463
snr: 1.226995, var: 0.863421, inckl_gen:31.950119, inckl_eta:2.007996, inckl_z:0.045018
snr: 1.251615, var: 0.928147, inckl_gen:133.605453, inckl_eta:5.167095, inckl_z:0.066088
snr: 1.247175, var: 0.935056, inckl_gen:35.614861, inckl_eta:1.708650, inckl_z:0.041779
snr: 1.219412, var: 0.886912, inckl_gen:21.017923, inckl_eta:3.124311, inckl_z:0.038352
snr: 1.209600, var: 0.867421, inckl_gen:35.574596, inckl_eta:2.448605, inckl_z:0.046843
snr: 1.177474, var: 0.822811, inckl_gen:88.453880, inckl_eta:1.832146, inckl_z:0.059336
snr: 1.201415, var: 0.871688, inckl_gen:28.595966, inckl_eta:1.919225, inckl_z:0.047497
snr: 1.174798, var: 0.827228, inckl_gen:60.910259, inckl_eta:4.286502, inckl_z:0.057003
snr: 1.215854, var: 0.886669, inckl_gen:24.336121, inckl_eta:2.589916, inckl_z:0.064005
snr: 1.196734, var: 0.886400, inckl_gen:39.760700, inckl_eta:2.282244, inckl_z:0.058594
snr: 1.180500, var: 0.879927, inckl_gen:42.386158, inckl_eta:4.388225, inckl_z:0.047587
snr: 1.155830, var: 0.821276, inckl_gen:52.414825, inckl_eta:1.840528, inckl_z:0.054577
snr: 1.210989, var: 0.871913, inckl_gen:18.060528, inckl_eta:2.713124, inckl_z:0.044443
snr: 1.205598, var: 0.891700, inckl_gen:26.981739, inckl_eta:1.359218, inckl_z:0.063962
snr: 1.180017, var: 0.879363, inckl_gen:22.034683, inckl_eta:2.220552, inckl_z:0.059013
snr: 1.210459, var: 0.893547, inckl_gen:116.433159, inckl_eta:3.799891, inckl_z:0.094757
snr: 1.185938, var: 0.839833, inckl_gen:20.163250, inckl_eta:2.646012, inckl_z:0.056851
snr: 1.202281, var: 0.854741, inckl_gen:32.267143, inckl_eta:1.811052, inckl_z:0.047568
snr: 1.198945, var: 0.861300, inckl_gen:36.929657, inckl_eta:2.792470, inckl_z:0.063309
snr: 1.177844, var: 0.828565, inckl_gen:26.905451, inckl_eta:2.396589, inckl_z:0.047751
snr: 1.188908, var: 0.864467, inckl_gen:31.071381, inckl_eta:2.053455, inckl_z:0.049902
snr: 1.178009, var: 0.862986, inckl_gen:35.182434, inckl_eta:1.779247, inckl_z:0.055338
snr: 1.208492, var: 0.889869, inckl_gen:15.893842, inckl_eta:2.221592, inckl_z:0.055830
snr: 1.174551, var: 0.860471, inckl_gen:16.887304, inckl_eta:1.052382, inckl_z:0.044678
snr: 1.181666, var: 0.864140, inckl_gen:9.219933, inckl_eta:1.626926, inckl_z:0.058203
snr: 1.183347, var: 0.863923, inckl_gen:42.547340, inckl_eta:5.646789, inckl_z:0.063873
snr: 1.189606, var: 0.878036, inckl_gen:19.609409, inckl_eta:3.137715, inckl_z:0.045371
snr: 1.191324, var: 0.875495, inckl_gen:44.099113, inckl_eta:2.241018, inckl_z:0.086475
snr: 1.171347, var: 0.878201, inckl_gen:12.644597, inckl_eta:1.126932, inckl_z:0.049455
snr: 1.182542, var: 0.907239, inckl_gen:11.256909, inckl_eta:1.674906, inckl_z:0.204845
snr: 1.186424, var: 0.947433, inckl_gen:14.538220, inckl_eta:1.127075, inckl_z:0.067803
snr: 1.159803, var: 0.879642, inckl_gen:35.624458, inckl_eta:2.905365, inckl_z:0.048930
snr: 1.211288, var: 0.947534, inckl_gen:15.317517, inckl_eta:1.793500, inckl_z:0.117398
snr: 1.197055, var: 0.937895, inckl_gen:20.996267, inckl_eta:1.865863, inckl_z:0.055690
snr: 1.153295, var: 0.897263, inckl_gen:39.118481, inckl_eta:2.393846, inckl_z:0.181306
snr: 1.150386, var: 0.883423, inckl_gen:19.708727, inckl_eta:1.647891, inckl_z:0.062207
snr: 1.182409, var: 0.898548, inckl_gen:12.276304, inckl_eta:3.140950, inckl_z:0.047074
