EUBO	ELBO	ESS	KLs_eta_ex	KLs_eta_in	KLs_z_ex	KLs_z_in
-481.370	-656.667	5.142	38.332	50.997	2.569	1.720
-480.643	-652.910	5.150	37.469	48.699	2.529	1.657
-481.375	-652.242	5.170	37.647	50.631	2.512	1.633
-483.147	-654.612	5.164	37.899	50.587	2.547	1.649
-481.251	-653.910	5.147	38.134	50.148	2.522	1.665
-480.195	-651.695	5.149	37.334	49.267	2.521	1.670
-481.636	-651.604	5.161	37.622	51.079	2.588	1.709
-479.993	-653.213	5.137	37.664	48.977	2.541	1.658
-481.447	-652.658	5.146	38.140	50.152	2.584	1.714
-481.924	-651.046	5.152	37.148	48.271	2.561	1.704
-477.370	-651.417	5.117	38.051	48.339	2.729	1.802
-478.208	-651.506	5.124	38.601	48.402	2.763	1.847
-480.214	-650.602	5.137	37.610	48.314	2.651	1.758
-478.372	-650.209	5.119	37.409	47.961	2.621	1.729
-476.802	-649.282	5.120	37.323	48.425	2.746	1.853
-478.164	-649.009	5.142	37.505	48.623	2.601	1.691
-477.947	-650.475	5.119	37.924	48.124	2.676	1.750
-478.264	-648.790	5.142	37.191	48.976	2.662	1.756
-478.919	-649.830	5.137	37.822	48.739	2.656	1.731
-478.792	-647.558	5.149	37.321	47.432	2.486	1.575
-477.815	-646.635	5.152	37.292	48.774	2.463	1.593
-481.156	-651.063	5.155	37.523	48.800	2.524	1.638
-480.328	-647.723	5.168	36.844	49.111	2.436	1.546
-479.665	-648.901	5.139	37.024	48.262	2.565	1.703
-480.079	-649.781	5.136	37.494	48.275	2.535	1.664
-479.559	-647.211	5.132	36.473	46.881	2.555	1.656
-479.528	-648.931	5.151	37.608	48.357	2.490	1.593
-477.242	-649.726	5.125	37.547	47.925	2.482	1.607
-477.117	-645.689	5.146	36.931	47.155	2.445	1.590
-476.668	-645.927	5.137	37.230	48.144	2.475	1.631
-478.292	-646.226	5.141	36.278	48.222	2.546	1.689
-476.457	-646.770	5.122	37.398	47.612	2.502	1.642
-476.787	-646.927	5.124	38.089	49.670	2.526	1.695
-478.813	-648.778	5.141	36.715	49.236	2.576	1.704
-476.949	-648.934	5.111	37.472	48.520	2.577	1.722
-477.293	-645.798	5.131	37.013	47.578	2.525	1.656
-476.822	-645.268	5.128	36.248	46.155	2.521	1.659
-477.327	-645.122	5.138	36.255	46.693	2.524	1.664
-476.569	-643.669	5.129	37.217	46.603	2.458	1.613
-477.660	-652.956	5.110	38.700	46.862	2.455	1.583
-477.086	-648.106	5.119	37.699	46.848	2.513	1.644
-477.693	-644.219	5.139	36.444	45.740	2.396	1.598
-477.660	-642.446	5.143	36.893	46.043	2.380	1.558
-476.567	-644.170	5.127	36.939	46.390	2.494	1.658
-476.835	-644.639	5.128	36.914	47.760	2.467	1.654
-477.710	-644.750	5.129	36.293	46.789	2.435	1.646
-473.759	-642.229	5.119	36.112	45.021	2.465	1.628
-475.164	-641.661	5.126	35.943	45.444	2.424	1.608
-475.236	-643.869	5.117	36.942	45.589	2.410	1.552
-474.266	-643.570	5.127	36.480	46.373	2.494	1.634
-474.692	-640.224	5.147	35.974	46.189	2.402	1.580
-476.320	-644.862	5.125	36.460	46.691	2.516	1.669
-476.425	-644.539	5.126	36.917	45.693	2.438	1.583
-474.684	-642.370	5.131	36.186	45.901	2.405	1.594
-475.218	-642.030	5.131	35.363	45.176	2.384	1.571
-472.925	-643.736	5.102	37.081	44.097	2.423	1.591
-472.496	-640.870	5.107	36.863	45.086	2.421	1.640
-474.265	-642.607	5.136	35.985	44.725	2.407	1.593
-476.113	-643.542	5.129	36.266	47.850	2.435	1.615
-475.459	-642.660	5.137	35.985	46.928	2.407	1.586
-475.802	-642.281	5.131	36.330	48.570	2.425	1.625
-476.058	-640.406	5.154	35.283	46.460	2.375	1.564
-476.609	-641.516	5.157	36.088	47.007	2.309	1.499
-472.651	-643.310	5.113	36.865	45.486	2.404	1.590
-472.696	-636.899	5.121	35.435	44.432	2.316	1.536
-472.099	-639.450	5.110	36.171	44.156	2.333	1.531
-473.729	-636.289	5.145	35.185	45.095	2.261	1.488
-469.821	-637.413	5.110	35.681	44.083	2.467	1.655
-473.211	-637.515	5.139	35.405	44.333	2.301	1.510
-472.104	-638.383	5.128	36.213	45.160	2.415	1.590
-472.720	-637.583	5.128	35.679	44.326	2.283	1.484
-473.813	-638.046	5.137	35.803	45.413	2.264	1.486
-469.041	-642.427	5.094	38.224	45.636	2.315	1.516
-471.625	-635.541	5.132	35.418	43.920	2.211	1.452
-470.696	-639.143	5.099	36.382	43.503	2.346	1.551
-469.561	-637.796	5.102	36.565	43.621	2.393	1.612
-469.360	-639.093	5.105	37.976	43.467	2.295	1.514
-469.443	-640.150	5.101	36.571	42.875	2.292	1.500
-470.185	-636.532	5.117	36.024	43.366	2.300	1.502
-469.642	-639.059	5.112	36.226	42.889	2.277	1.468
-469.507	-639.232	5.096	37.355	44.028	2.356	1.573
-469.691	-637.464	5.107	36.468	44.001	2.302	1.531
-470.753	-638.707	5.109	35.573	42.169	2.211	1.461
-471.328	-635.743	5.117	35.773	43.992	2.272	1.524
-472.800	-636.125	5.129	35.572	45.274	2.257	1.506
-469.014	-634.324	5.129	35.187	43.677	2.210	1.458
-471.935	-637.672	5.114	35.743	42.581	2.250	1.429
-471.420	-636.270	5.132	35.250	43.766	2.246	1.478
-469.980	-641.408	5.086	36.826	43.595	2.256	1.473
-468.262	-638.553	5.099	37.092	43.589	2.309	1.539
-471.930	-634.063	5.140	34.486	42.916	2.174	1.432
-468.872	-637.596	5.104	36.036	43.527	2.352	1.592
-470.156	-634.600	5.123	34.922	44.003	2.209	1.458
-467.371	-632.557	5.103	35.168	41.674	2.215	1.459
-469.469	-637.229	5.088	35.884	41.941	2.223	1.468
-469.974	-636.265	5.112	36.338	43.351	2.183	1.425
-470.850	-636.007	5.113	34.799	41.511	2.258	1.491
-469.308	-640.303	5.080	37.634	43.375	2.328	1.503
-468.503	-635.231	5.101	36.519	43.285	2.260	1.498
-469.147	-639.818	5.093	36.790	43.857	2.250	1.454
-470.275	-633.055	5.118	35.232	42.129	2.186	1.410
-467.606	-633.652	5.099	36.059	41.946	2.165	1.392
-466.731	-632.262	5.084	35.325	41.697	2.208	1.462
-468.389	-634.694	5.097	35.772	42.486	2.234	1.472
-469.144	-633.991	5.108	35.240	41.826	2.191	1.449
-466.390	-634.168	5.080	36.676	42.030	2.252	1.513
-468.507	-634.423	5.099	35.589	41.483	2.150	1.380
-468.202	-634.926	5.094	36.206	40.865	2.099	1.337
-467.336	-632.814	5.109	34.508	41.208	2.104	1.330
-469.776	-635.351	5.110	35.542	41.723	2.121	1.363
-466.529	-632.907	5.086	35.829	41.037	2.078	1.371
-468.791	-631.659	5.116	34.321	42.332	2.119	1.381
-468.509	-632.387	5.125	35.090	42.650	1.997	1.271
-468.426	-630.488	5.119	35.012	42.571	2.038	1.295
-465.518	-633.651	5.097	37.042	43.177	2.156	1.443
-468.002	-631.150	5.119	35.181	42.712	2.126	1.399
-466.214	-628.758	5.106	34.222	39.861	2.077	1.326
-469.209	-630.513	5.122	34.176	41.266	2.020	1.302
-466.317	-626.346	5.131	33.638	40.880	1.925	1.221
-466.287	-628.496	5.122	34.355	41.488	2.069	1.374
-466.469	-627.313	5.135	33.652	42.296	2.065	1.343
-467.365	-629.524	5.118	34.321	41.478	2.072	1.365
-463.297	-626.251	5.112	35.048	41.023	2.012	1.321
-464.528	-629.170	5.104	34.471	39.885	1.969	1.268
-464.030	-628.086	5.108	34.877	40.333	2.132	1.382
-463.184	-628.157	5.086	36.214	39.794	2.144	1.384
-465.641	-624.964	5.119	34.312	39.044	2.106	1.350
-463.000	-623.003	5.108	33.451	39.190	2.057	1.353
-464.173	-625.715	5.112	33.319	40.437	2.086	1.357
-462.431	-622.192	5.124	33.089	40.383	2.039	1.330
-465.074	-624.641	5.134	33.453	39.829	1.964	1.248
-460.077	-625.371	5.083	33.746	39.496	2.092	1.395
-462.843	-628.628	5.101	34.615	40.329	2.111	1.370
-465.382	-620.741	5.127	32.074	39.827	2.049	1.353
-464.667	-626.973	5.138	33.602	39.807	2.022	1.269
-462.104	-622.550	5.115	33.389	38.370	2.029	1.318
-460.646	-621.489	5.118	33.013	38.270	2.007	1.296
-462.139	-619.225	5.127	31.901	37.434	1.958	1.278
-459.226	-621.007	5.101	32.365	37.520	2.005	1.320
-457.287	-624.274	5.086	33.867	38.457	2.065	1.334
-458.625	-617.743	5.115	33.043	37.279	2.046	1.342
-459.590	-618.526	5.117	31.445	36.869	2.152	1.387
-460.310	-617.444	5.129	30.643	36.654	2.058	1.336
-460.720	-617.410	5.133	30.747	37.913	1.999	1.287
-457.742	-614.612	5.121	31.715	37.187	2.001	1.322
-458.689	-615.656	5.123	30.937	35.508	1.985	1.286
-458.587	-617.170	5.118	31.916	36.474	2.068	1.338
-455.917	-617.628	5.100	32.603	36.165	2.016	1.356
