DB_eta,  DB_z,  loss,  ess,  KL_eta_ex,  KL_eta_in,  KL_z_ex,  KL_z_in
2.347,  1.287,  -460.171,  8.329,  0.008,  0.007,  0.221,  0.085
2.314,  1.268,  -459.979,  8.334,  0.007,  0.006,  0.212,  0.082
2.358,  1.236,  -460.050,  8.333,  0.007,  0.006,  0.218,  0.084
2.367,  1.256,  -459.868,  8.323,  0.007,  0.006,  0.221,  0.083
2.367,  1.308,  -459.972,  8.327,  0.007,  0.006,  0.209,  0.080
2.350,  1.263,  -460.019,  8.326,  0.007,  0.006,  0.206,  0.080
2.389,  1.199,  -459.860,  8.334,  0.007,  0.006,  0.208,  0.080
2.357,  1.298,  -460.026,  8.330,  0.008,  0.007,  0.206,  0.079
2.335,  1.263,  -460.019,  8.331,  0.007,  0.006,  0.198,  0.079
2.346,  1.317,  -460.004,  8.333,  0.006,  0.006,  0.198,  0.077
2.416,  1.202,  -460.090,  8.326,  0.007,  0.006,  0.195,  0.077
2.345,  1.480,  -460.044,  8.326,  0.007,  0.006,  0.197,  0.077
2.418,  1.187,  -459.862,  8.330,  0.007,  0.006,  0.193,  0.076
2.338,  1.216,  -459.997,  8.330,  0.008,  0.006,  0.192,  0.074
2.360,  1.142,  -460.042,  8.332,  0.007,  0.006,  0.186,  0.076
2.365,  1.246,  -460.323,  8.324,  0.007,  0.006,  0.192,  0.076
2.377,  1.091,  -459.935,  8.330,  0.007,  0.006,  0.188,  0.074
2.354,  1.186,  -460.091,  8.334,  0.007,  0.006,  0.189,  0.074
2.329,  1.119,  -460.022,  8.337,  0.007,  0.006,  0.189,  0.074
2.339,  1.351,  -460.094,  8.337,  0.007,  0.006,  0.185,  0.073
2.349,  1.253,  -459.920,  8.334,  0.007,  0.006,  0.181,  0.073
2.378,  1.180,  -459.948,  8.324,  0.007,  0.006,  0.179,  0.070
2.363,  1.176,  -460.054,  8.334,  0.007,  0.006,  0.176,  0.071
2.369,  1.131,  -460.211,  8.330,  0.007,  0.006,  0.182,  0.071
2.351,  1.278,  -459.914,  8.333,  0.007,  0.006,  0.178,  0.070
2.362,  1.242,  -459.991,  8.332,  0.008,  0.006,  0.180,  0.072
2.356,  1.213,  -459.961,  8.330,  0.007,  0.006,  0.173,  0.070
2.406,  1.414,  -460.035,  8.334,  0.007,  0.006,  0.174,  0.068
2.350,  1.545,  -460.122,  8.337,  0.007,  0.006,  0.175,  0.070
2.370,  1.166,  -459.856,  8.336,  0.007,  0.006,  0.168,  0.068
2.354,  1.037,  -460.204,  8.338,  0.007,  0.006,  0.171,  0.068
2.354,  1.029,  -459.960,  8.335,  0.007,  0.006,  0.160,  0.067
2.351,  1.103,  -459.884,  8.332,  0.007,  0.006,  0.162,  0.067
2.332,  1.117,  -459.982,  8.339,  0.007,  0.006,  0.157,  0.066
2.360,  1.235,  -460.077,  8.336,  0.008,  0.007,  0.161,  0.067
2.341,  1.039,  -459.904,  8.331,  0.007,  0.006,  0.153,  0.065
2.348,  1.148,  -460.083,  8.337,  0.007,  0.006,  0.163,  0.066
2.371,  1.045,  -460.204,  8.329,  0.007,  0.006,  0.162,  0.067
2.358,  1.069,  -459.952,  8.334,  0.007,  0.006,  0.156,  0.065
2.351,  1.099,  -459.984,  8.336,  0.007,  0.006,  0.158,  0.066
2.340,  1.060,  -459.987,  8.336,  0.007,  0.006,  0.149,  0.065
2.353,  1.122,  -459.966,  8.338,  0.007,  0.006,  0.153,  0.065
2.365,  1.143,  -460.212,  8.335,  0.008,  0.006,  0.149,  0.063
2.331,  0.999,  -460.358,  8.342,  0.007,  0.006,  0.148,  0.064
2.343,  0.998,  -460.452,  8.340,  0.008,  0.006,  0.147,  0.063
2.329,  1.146,  -459.955,  8.339,  0.007,  0.006,  0.148,  0.065
2.342,  1.009,  -459.951,  8.337,  0.007,  0.006,  0.139,  0.061
2.368,  1.116,  -460.076,  8.337,  0.007,  0.006,  0.144,  0.062
2.348,  1.055,  -460.089,  8.338,  0.007,  0.006,  0.143,  0.062
2.338,  1.116,  -460.012,  8.337,  0.008,  0.006,  0.140,  0.061
2.381,  0.936,  -460.158,  8.340,  0.007,  0.006,  0.146,  0.061
2.384,  1.034,  -459.917,  8.336,  0.007,  0.006,  0.146,  0.061
2.356,  1.094,  -460.258,  8.338,  0.008,  0.007,  0.141,  0.062
2.339,  0.964,  -459.981,  8.341,  0.007,  0.006,  0.138,  0.061
2.342,  1.053,  -460.102,  8.334,  0.007,  0.006,  0.141,  0.060
2.348,  1.132,  -459.945,  8.339,  0.007,  0.006,  0.140,  0.061
2.362,  1.034,  -459.868,  8.342,  0.007,  0.006,  0.135,  0.061
2.377,  1.089,  -459.998,  8.337,  0.007,  0.006,  0.136,  0.062
2.377,  1.057,  -460.106,  8.342,  0.007,  0.006,  0.138,  0.059
2.340,  0.988,  -459.928,  8.342,  0.007,  0.006,  0.133,  0.058
2.360,  0.996,  -460.127,  8.338,  0.007,  0.006,  0.135,  0.060
2.349,  0.955,  -459.986,  8.338,  0.007,  0.006,  0.134,  0.058
2.356,  1.013,  -459.843,  8.333,  0.008,  0.006,  0.129,  0.058
2.462,  1.062,  -460.056,  8.327,  0.008,  0.006,  0.129,  0.058
2.330,  1.070,  -459.948,  8.339,  0.007,  0.006,  0.131,  0.059
2.340,  1.099,  -460.425,  8.340,  0.008,  0.006,  0.133,  0.059
2.341,  0.999,  -460.085,  8.340,  0.007,  0.006,  0.133,  0.058
2.365,  0.943,  -460.281,  8.340,  0.008,  0.007,  0.130,  0.058
2.376,  1.116,  -460.242,  8.341,  0.007,  0.006,  0.135,  0.059
2.331,  0.999,  -460.328,  8.342,  0.007,  0.006,  0.130,  0.059
2.353,  1.108,  -460.274,  8.343,  0.007,  0.006,  0.132,  0.059
2.357,  0.934,  -460.042,  8.335,  0.007,  0.006,  0.130,  0.058
2.409,  1.066,  -460.058,  8.335,  0.007,  0.006,  0.132,  0.058
2.395,  1.093,  -460.154,  8.339,  0.007,  0.006,  0.128,  0.057
2.394,  1.068,  -460.245,  8.337,  0.007,  0.006,  0.127,  0.058
2.359,  0.989,  -460.176,  8.344,  0.007,  0.006,  0.128,  0.058
2.342,  0.964,  -459.921,  8.340,  0.007,  0.006,  0.131,  0.057
2.368,  0.972,  -460.318,  8.333,  0.007,  0.006,  0.123,  0.056
2.353,  0.986,  -460.271,  8.336,  0.007,  0.006,  0.125,  0.057
2.377,  1.027,  -460.264,  8.331,  0.007,  0.006,  0.129,  0.056
2.305,  1.081,  -459.928,  8.346,  0.007,  0.006,  0.127,  0.057
2.362,  1.279,  -460.052,  8.333,  0.007,  0.006,  0.128,  0.056
2.393,  0.953,  -460.248,  8.339,  0.006,  0.006,  0.128,  0.057
2.374,  1.000,  -460.102,  8.345,  0.008,  0.006,  0.119,  0.054
2.340,  0.984,  -460.300,  8.337,  0.007,  0.006,  0.125,  0.056
2.340,  1.049,  -460.019,  8.337,  0.007,  0.006,  0.125,  0.056
2.354,  1.013,  -460.355,  8.342,  0.007,  0.006,  0.123,  0.056
2.361,  0.871,  -460.079,  8.339,  0.007,  0.006,  0.127,  0.057
2.351,  0.968,  -460.149,  8.337,  0.007,  0.006,  0.122,  0.056
2.349,  0.971,  -460.092,  8.339,  0.006,  0.006,  0.121,  0.056
2.362,  0.874,  -459.908,  8.337,  0.007,  0.006,  0.124,  0.057
2.313,  1.092,  -460.164,  8.344,  0.007,  0.006,  0.127,  0.055
2.363,  1.114,  -460.405,  8.346,  0.007,  0.006,  0.122,  0.055
2.390,  0.949,  -460.109,  8.342,  0.007,  0.006,  0.119,  0.055
2.355,  1.044,  -460.082,  8.340,  0.008,  0.007,  0.118,  0.054
2.352,  0.960,  -460.273,  8.343,  0.008,  0.006,  0.128,  0.056
2.357,  0.954,  -460.245,  8.338,  0.008,  0.006,  0.118,  0.054
2.363,  0.966,  -460.064,  8.336,  0.008,  0.006,  0.123,  0.055
2.341,  0.996,  -460.291,  8.339,  0.008,  0.006,  0.123,  0.057
2.418,  1.066,  -459.972,  8.342,  0.007,  0.006,  0.125,  0.056
2.339,  0.930,  -460.043,  8.333,  0.007,  0.006,  0.123,  0.056
2.354,  0.825,  -460.144,  8.340,  0.008,  0.007,  0.117,  0.054
2.444,  1.209,  -460.154,  8.334,  0.008,  0.007,  0.123,  0.054
2.386,  0.893,  -460.315,  8.342,  0.008,  0.006,  0.122,  0.053
2.374,  0.958,  -460.508,  8.339,  0.007,  0.006,  0.120,  0.054
2.336,  0.985,  -460.362,  8.347,  0.008,  0.006,  0.121,  0.054
2.349,  0.898,  -459.758,  8.340,  0.007,  0.006,  0.122,  0.053
2.356,  0.906,  -460.137,  8.337,  0.007,  0.006,  0.119,  0.053
2.367,  0.978,  -460.411,  8.340,  0.008,  0.006,  0.118,  0.053
2.388,  0.940,  -460.323,  8.338,  0.007,  0.006,  0.117,  0.052
2.390,  1.158,  -460.371,  8.340,  0.007,  0.006,  0.114,  0.052
2.339,  0.898,  -460.161,  8.341,  0.007,  0.006,  0.121,  0.052
2.359,  0.959,  -460.374,  8.336,  0.008,  0.006,  0.118,  0.052
2.366,  1.050,  -460.330,  8.337,  0.007,  0.006,  0.114,  0.052
2.372,  1.338,  -459.885,  8.339,  0.007,  0.006,  0.116,  0.052
2.360,  1.076,  -460.336,  8.346,  0.008,  0.006,  0.116,  0.052
2.340,  1.040,  -460.040,  8.343,  0.007,  0.006,  0.120,  0.051
2.347,  0.939,  -460.137,  8.338,  0.007,  0.006,  0.116,  0.051
2.353,  0.886,  -460.656,  8.338,  0.007,  0.006,  0.116,  0.054
2.376,  0.918,  -460.129,  8.342,  0.008,  0.007,  0.116,  0.053
2.383,  0.906,  -460.046,  8.343,  0.007,  0.006,  0.114,  0.050
2.391,  0.908,  -460.117,  8.341,  0.006,  0.006,  0.109,  0.051
2.397,  0.929,  -460.097,  8.344,  0.008,  0.007,  0.114,  0.054
2.334,  0.848,  -459.954,  8.344,  0.007,  0.006,  0.122,  0.051
2.378,  0.963,  -460.183,  8.338,  0.007,  0.006,  0.113,  0.051
2.316,  0.969,  -460.153,  8.347,  0.007,  0.007,  0.114,  0.052
2.345,  1.094,  -460.167,  8.340,  0.008,  0.006,  0.115,  0.050
2.338,  0.942,  -459.915,  8.333,  0.007,  0.006,  0.117,  0.050
2.357,  0.985,  -460.394,  8.345,  0.007,  0.006,  0.114,  0.050
2.355,  0.933,  -459.987,  8.341,  0.007,  0.006,  0.112,  0.050
