DB_eta,  DB_z,  loss,  ess,  KL_eta_ex,  KL_eta_in,  KL_z_ex,  KL_z_in
2.336,  1.321,  -459.395,  8.325,  0.006,  0.005,  0.223,  0.096
2.328,  1.331,  -459.414,  8.324,  0.006,  0.005,  0.221,  0.097
2.373,  1.279,  -459.390,  8.319,  0.006,  0.005,  0.214,  0.096
2.350,  1.428,  -459.324,  8.321,  0.006,  0.005,  0.207,  0.091
2.342,  1.422,  -459.455,  8.319,  0.006,  0.005,  0.209,  0.093
2.346,  1.356,  -459.358,  8.320,  0.006,  0.005,  0.205,  0.089
2.358,  1.355,  -459.546,  8.323,  0.006,  0.006,  0.207,  0.090
2.309,  1.289,  -459.628,  8.330,  0.007,  0.006,  0.194,  0.086
2.350,  1.278,  -459.731,  8.318,  0.006,  0.006,  0.195,  0.087
2.359,  1.367,  -459.681,  8.325,  0.007,  0.006,  0.194,  0.086
2.321,  1.231,  -459.673,  8.327,  0.006,  0.006,  0.193,  0.087
2.348,  1.257,  -459.638,  8.329,  0.007,  0.006,  0.187,  0.085
2.336,  1.261,  -459.904,  8.325,  0.008,  0.006,  0.187,  0.082
2.355,  1.237,  -459.753,  8.322,  0.006,  0.006,  0.184,  0.083
2.342,  1.285,  -459.810,  8.329,  0.008,  0.006,  0.181,  0.083
2.330,  1.252,  -459.996,  8.327,  0.007,  0.006,  0.184,  0.082
2.350,  1.243,  -459.864,  8.326,  0.007,  0.006,  0.180,  0.080
2.367,  1.206,  -459.680,  8.325,  0.007,  0.006,  0.176,  0.079
2.327,  1.188,  -459.702,  8.328,  0.007,  0.006,  0.173,  0.079
2.352,  1.185,  -459.702,  8.332,  0.008,  0.006,  0.169,  0.077
2.356,  1.248,  -460.079,  8.328,  0.008,  0.006,  0.171,  0.077
2.354,  1.170,  -459.950,  8.332,  0.007,  0.006,  0.171,  0.078
2.319,  1.190,  -460.131,  8.331,  0.007,  0.006,  0.172,  0.078
2.326,  1.141,  -459.847,  8.333,  0.006,  0.006,  0.170,  0.077
2.339,  1.125,  -459.858,  8.329,  0.008,  0.006,  0.169,  0.077
2.319,  1.134,  -459.834,  8.333,  0.007,  0.006,  0.172,  0.078
2.384,  1.327,  -460.018,  8.326,  0.007,  0.006,  0.164,  0.075
2.367,  1.379,  -459.827,  8.323,  0.007,  0.006,  0.165,  0.075
2.305,  1.102,  -459.939,  8.339,  0.007,  0.006,  0.167,  0.078
2.408,  1.139,  -459.729,  8.330,  0.008,  0.006,  0.168,  0.073
2.348,  1.238,  -459.789,  8.329,  0.007,  0.006,  0.168,  0.074
2.335,  1.145,  -459.896,  8.334,  0.008,  0.007,  0.160,  0.071
2.345,  1.168,  -459.804,  8.326,  0.007,  0.006,  0.162,  0.073
2.311,  1.075,  -459.986,  8.336,  0.007,  0.006,  0.164,  0.073
2.331,  1.175,  -459.873,  8.335,  0.007,  0.006,  0.163,  0.073
2.340,  1.273,  -459.934,  8.327,  0.007,  0.006,  0.165,  0.073
2.374,  1.179,  -459.744,  8.336,  0.007,  0.006,  0.161,  0.073
2.344,  1.126,  -459.737,  8.333,  0.007,  0.006,  0.160,  0.072
2.315,  1.049,  -459.642,  8.341,  0.008,  0.006,  0.159,  0.071
2.349,  1.235,  -460.041,  8.330,  0.008,  0.007,  0.158,  0.071
2.354,  1.115,  -459.993,  8.324,  0.007,  0.006,  0.157,  0.070
2.319,  1.056,  -459.922,  8.337,  0.007,  0.006,  0.152,  0.069
2.352,  1.118,  -459.811,  8.334,  0.007,  0.006,  0.152,  0.069
2.350,  1.203,  -460.210,  8.341,  0.007,  0.006,  0.157,  0.070
2.340,  1.180,  -459.932,  8.333,  0.007,  0.006,  0.150,  0.069
2.323,  1.152,  -459.871,  8.333,  0.007,  0.006,  0.149,  0.067
2.361,  1.031,  -460.171,  8.332,  0.007,  0.006,  0.153,  0.068
2.359,  1.265,  -459.946,  8.333,  0.007,  0.006,  0.155,  0.070
2.343,  1.144,  -459.992,  8.337,  0.008,  0.007,  0.148,  0.067
2.365,  1.027,  -459.914,  8.330,  0.007,  0.006,  0.148,  0.067
2.368,  1.145,  -460.138,  8.333,  0.008,  0.007,  0.145,  0.067
2.341,  1.030,  -459.863,  8.332,  0.007,  0.006,  0.148,  0.066
2.359,  1.188,  -460.273,  8.327,  0.007,  0.006,  0.154,  0.067
2.345,  1.149,  -460.145,  8.332,  0.007,  0.006,  0.148,  0.069
2.352,  1.066,  -460.037,  8.332,  0.008,  0.007,  0.145,  0.066
2.413,  1.110,  -459.978,  8.322,  0.007,  0.006,  0.143,  0.066
2.326,  1.083,  -460.292,  8.338,  0.008,  0.006,  0.146,  0.068
2.362,  1.093,  -460.336,  8.332,  0.008,  0.007,  0.145,  0.068
2.371,  1.041,  -460.144,  8.330,  0.007,  0.006,  0.144,  0.066
2.347,  1.098,  -460.096,  8.332,  0.008,  0.007,  0.143,  0.064
2.342,  1.056,  -460.139,  8.331,  0.007,  0.006,  0.141,  0.064
2.348,  0.994,  -460.205,  8.341,  0.007,  0.006,  0.144,  0.065
2.373,  1.047,  -460.113,  8.335,  0.008,  0.007,  0.135,  0.064
2.353,  1.152,  -459.921,  8.335,  0.008,  0.006,  0.137,  0.064
2.368,  1.140,  -460.169,  8.337,  0.008,  0.006,  0.140,  0.065
2.365,  0.952,  -460.069,  8.340,  0.008,  0.007,  0.140,  0.065
2.344,  1.067,  -459.888,  8.332,  0.007,  0.006,  0.137,  0.064
2.342,  1.001,  -460.002,  8.339,  0.008,  0.007,  0.130,  0.063
2.356,  1.083,  -460.069,  8.326,  0.007,  0.006,  0.139,  0.064
2.365,  1.043,  -459.988,  8.330,  0.007,  0.006,  0.134,  0.063
2.316,  0.945,  -460.071,  8.347,  0.008,  0.007,  0.128,  0.060
2.367,  0.949,  -460.100,  8.340,  0.008,  0.007,  0.134,  0.062
2.341,  1.007,  -460.243,  8.340,  0.007,  0.006,  0.130,  0.062
2.365,  0.993,  -460.221,  8.338,  0.008,  0.006,  0.128,  0.062
2.380,  1.037,  -460.173,  8.331,  0.006,  0.006,  0.132,  0.061
2.332,  0.968,  -460.113,  8.337,  0.007,  0.006,  0.133,  0.063
2.354,  1.078,  -459.915,  8.340,  0.008,  0.007,  0.126,  0.059
2.353,  1.011,  -459.988,  8.338,  0.007,  0.006,  0.126,  0.059
2.348,  1.057,  -460.026,  8.341,  0.007,  0.006,  0.124,  0.058
2.346,  1.005,  -460.051,  8.334,  0.008,  0.007,  0.125,  0.058
2.344,  0.976,  -459.741,  8.341,  0.007,  0.006,  0.123,  0.059
2.369,  1.025,  -460.128,  8.339,  0.008,  0.007,  0.130,  0.060
2.330,  1.103,  -460.218,  8.336,  0.008,  0.007,  0.131,  0.061
2.320,  0.941,  -460.093,  8.340,  0.008,  0.006,  0.124,  0.058
2.379,  1.054,  -460.099,  8.341,  0.007,  0.006,  0.125,  0.059
2.318,  0.966,  -460.204,  8.347,  0.007,  0.006,  0.122,  0.058
2.343,  0.955,  -460.101,  8.337,  0.007,  0.006,  0.120,  0.058
2.338,  1.066,  -460.155,  8.337,  0.008,  0.006,  0.120,  0.058
2.347,  1.005,  -459.986,  8.333,  0.007,  0.006,  0.122,  0.058
2.336,  1.015,  -460.181,  8.340,  0.008,  0.006,  0.121,  0.058
2.336,  0.973,  -460.115,  8.336,  0.007,  0.006,  0.116,  0.056
2.342,  1.112,  -460.059,  8.336,  0.008,  0.007,  0.119,  0.058
2.337,  0.880,  -460.039,  8.336,  0.008,  0.006,  0.120,  0.058
2.360,  0.942,  -459.954,  8.332,  0.007,  0.006,  0.119,  0.057
2.377,  1.011,  -460.153,  8.334,  0.007,  0.006,  0.121,  0.057
2.326,  0.951,  -460.069,  8.341,  0.007,  0.006,  0.124,  0.056
2.423,  1.015,  -460.010,  8.333,  0.007,  0.006,  0.119,  0.055
2.362,  0.960,  -459.901,  8.336,  0.007,  0.006,  0.121,  0.056
2.339,  0.977,  -459.906,  8.341,  0.007,  0.006,  0.117,  0.055
2.346,  0.962,  -460.114,  8.342,  0.008,  0.007,  0.117,  0.058
2.334,  0.956,  -460.304,  8.348,  0.008,  0.006,  0.117,  0.055
2.341,  1.010,  -459.980,  8.333,  0.007,  0.006,  0.115,  0.055
2.370,  1.092,  -460.019,  8.340,  0.007,  0.006,  0.119,  0.058
2.356,  0.893,  -459.873,  8.342,  0.007,  0.006,  0.113,  0.055
2.362,  0.997,  -460.303,  8.338,  0.007,  0.006,  0.116,  0.057
2.383,  0.916,  -460.364,  8.343,  0.007,  0.006,  0.112,  0.055
2.432,  0.974,  -460.189,  8.335,  0.007,  0.006,  0.115,  0.055
2.368,  1.131,  -460.042,  8.341,  0.008,  0.006,  0.115,  0.054
2.346,  0.941,  -460.035,  8.336,  0.009,  0.007,  0.116,  0.054
2.336,  0.818,  -460.159,  8.341,  0.008,  0.006,  0.116,  0.055
2.319,  0.960,  -460.282,  8.339,  0.007,  0.006,  0.113,  0.055
2.336,  0.828,  -460.080,  8.341,  0.008,  0.006,  0.110,  0.053
2.352,  0.904,  -460.299,  8.339,  0.007,  0.006,  0.112,  0.054
2.405,  0.939,  -460.122,  8.336,  0.008,  0.007,  0.111,  0.053
2.381,  1.016,  -460.335,  8.343,  0.008,  0.007,  0.112,  0.055
2.313,  0.933,  -460.150,  8.347,  0.007,  0.006,  0.114,  0.057
2.333,  0.892,  -460.075,  8.348,  0.007,  0.006,  0.109,  0.053
2.377,  1.018,  -459.840,  8.336,  0.008,  0.007,  0.104,  0.050
2.370,  0.970,  -460.002,  8.337,  0.007,  0.006,  0.107,  0.054
2.319,  0.906,  -460.302,  8.340,  0.007,  0.006,  0.105,  0.052
2.382,  1.004,  -459.971,  8.339,  0.007,  0.006,  0.107,  0.052
2.383,  0.902,  -459.948,  8.333,  0.007,  0.006,  0.107,  0.054
2.352,  0.956,  -459.927,  8.343,  0.007,  0.006,  0.106,  0.053
2.357,  0.960,  -460.010,  8.342,  0.007,  0.006,  0.102,  0.051
2.375,  1.038,  -460.005,  8.337,  0.007,  0.006,  0.105,  0.052
2.391,  0.899,  -460.276,  8.345,  0.007,  0.006,  0.106,  0.053
2.328,  0.943,  -460.170,  8.341,  0.007,  0.006,  0.107,  0.052
2.342,  0.884,  -459.973,  8.343,  0.007,  0.006,  0.106,  0.052
2.378,  0.984,  -459.965,  8.343,  0.008,  0.006,  0.105,  0.052
2.342,  0.985,  -460.110,  8.342,  0.007,  0.006,  0.102,  0.051
2.323,  0.899,  -459.741,  8.343,  0.008,  0.007,  0.104,  0.051
2.348,  0.891,  -460.009,  8.336,  0.007,  0.006,  0.105,  0.051
2.325,  0.792,  -459.583,  8.340,  0.007,  0.006,  0.100,  0.050
2.342,  0.929,  -460.093,  8.340,  0.008,  0.006,  0.102,  0.050
2.335,  0.813,  -459.975,  8.351,  0.007,  0.006,  0.101,  0.051
2.392,  0.978,  -459.933,  8.337,  0.007,  0.006,  0.100,  0.051
2.351,  0.962,  -460.025,  8.340,  0.007,  0.006,  0.104,  0.051
2.368,  0.877,  -460.051,  8.336,  0.008,  0.007,  0.102,  0.051
2.358,  1.030,  -460.111,  8.344,  0.007,  0.006,  0.100,  0.050
2.353,  0.906,  -459.998,  8.341,  0.007,  0.006,  0.102,  0.051
2.337,  0.921,  -459.950,  8.345,  0.007,  0.006,  0.105,  0.055
2.353,  0.856,  -460.050,  8.340,  0.008,  0.006,  0.100,  0.050
2.366,  0.825,  -460.146,  8.342,  0.008,  0.007,  0.098,  0.051
2.381,  1.197,  -459.911,  8.342,  0.008,  0.007,  0.099,  0.050
