EUBO	ELBO	ESS	KLs_eta_ex	KLs_eta_in	KLs_z_ex	KLs_z_in
-254.997	-282.074	5.586	51.835	95.533	7.836	6.858
-254.870	-282.089	5.586	52.344	94.137	7.995	7.066
-254.006	-281.035	5.586	51.413	91.861	7.670	7.062
-252.835	-279.485	5.587	50.706	90.853	7.603	6.986
-253.462	-280.286	5.588	50.483	89.975	7.574	6.801
-252.297	-278.411	5.589	49.202	88.552	7.121	6.574
-252.424	-278.532	5.590	49.883	87.887	7.394	6.813
-252.597	-278.452	5.590	49.510	86.471	7.224	6.669
-251.682	-277.895	5.590	49.091	85.766	7.412	6.745
-251.309	-276.857	5.593	48.022	84.505	7.070	6.459
-251.157	-276.765	5.594	48.617	84.485	7.324	6.602
-250.947	-276.562	5.594	47.603	82.765	7.204	6.547
-250.416	-275.860	5.595	47.662	82.748	7.144	6.625
-249.709	-274.768	5.597	46.535	81.071	6.975	6.438
-249.120	-274.133	5.597	46.099	80.189	7.075	6.466
-249.483	-274.431	5.597	46.196	79.304	6.887	6.333
-248.588	-273.312	5.598	45.496	78.046	6.879	6.388
-248.555	-273.092	5.599	45.463	77.375	6.837	6.384
-247.775	-272.327	5.600	45.056	76.812	6.576	6.294
-247.539	-272.074	5.602	44.662	77.356	6.592	6.266
-246.848	-271.025	5.601	43.811	75.696	6.471	6.091
-246.949	-270.954	5.601	43.844	75.556	6.552	6.165
-246.505	-270.324	5.603	43.617	75.255	6.451	6.076
-246.408	-270.025	5.604	42.907	73.581	6.531	6.105
-245.803	-269.564	5.604	42.662	73.739	6.424	5.939
-245.336	-268.705	5.604	42.498	73.285	6.252	5.885
-245.195	-268.522	5.606	41.910	72.564	6.176	5.904
-244.775	-267.782	5.609	41.510	72.201	6.311	5.839
-244.592	-267.623	5.607	41.187	71.533	6.229	5.919
-244.136	-267.272	5.607	41.395	72.472	6.214	5.836
-244.082	-266.888	5.608	41.111	71.064	6.148	5.816
-243.864	-266.483	5.609	40.572	69.977	6.088	5.685
-243.892	-266.378	5.610	40.866	70.683	6.107	5.718
-243.548	-266.085	5.609	40.444	69.606	6.013	5.603
-243.144	-265.448	5.611	39.991	68.883	5.890	5.561
-243.112	-265.416	5.610	39.902	68.851	5.957	5.529
-243.163	-265.478	5.613	39.497	68.406	5.912	5.459
-242.639	-264.890	5.615	39.109	68.307	5.676	5.372
-242.147	-263.979	5.615	38.807	67.607	5.763	5.528
-242.217	-264.155	5.614	39.271	67.115	6.032	5.537
-242.118	-263.940	5.617	38.933	67.750	5.703	5.364
-241.787	-263.684	5.617	38.648	67.756	5.661	5.261
-241.236	-262.890	5.616	38.355	66.791	5.697	5.500
-241.563	-262.984	5.618	38.476	66.985	5.773	5.317
-241.652	-263.157	5.618	38.640	66.608	5.820	5.275
-241.233	-262.763	5.618	38.279	66.094	5.725	5.255
-241.165	-262.546	5.620	38.174	65.921	5.608	5.310
-241.089	-262.429	5.618	37.955	65.653	5.571	5.217
-240.846	-262.047	5.620	37.808	65.485	5.593	5.261
-240.620	-261.629	5.622	37.718	65.812	5.558	5.245
-240.357	-261.675	5.620	37.789	64.902	5.633	5.264
-240.241	-261.273	5.622	37.263	64.828	5.559	5.132
-240.188	-261.255	5.620	37.339	64.718	5.617	5.149
-239.902	-260.821	5.622	37.250	63.861	5.488	5.155
-239.824	-260.555	5.623	37.411	64.871	5.421	5.021
-239.983	-260.948	5.624	36.729	63.588	5.263	5.128
-239.477	-260.189	5.622	36.913	63.354	5.343	5.147
-239.707	-260.284	5.623	36.770	63.420	5.402	5.088
-239.492	-260.067	5.623	36.643	63.385	5.362	5.093
-239.423	-260.029	5.624	36.550	63.146	5.378	5.017
-239.160	-259.666	5.626	36.308	62.177	5.285	5.012
-239.247	-259.689	5.625	36.414	62.319	5.363	5.117
-239.097	-259.352	5.626	35.842	61.602	5.206	4.934
-239.118	-259.355	5.626	35.839	62.063	5.129	4.907
-238.645	-258.753	5.627	35.629	61.309	5.212	4.882
-238.576	-258.668	5.626	35.260	61.208	5.207	4.914
-238.543	-258.592	5.627	35.385	61.247	5.208	5.007
-238.335	-258.345	5.630	35.180	60.625	5.148	4.859
-238.400	-258.163	5.628	34.900	59.412	5.265	4.847
-237.967	-257.891	5.630	34.732	59.786	4.978	4.777
-238.514	-258.326	5.630	35.053	60.147	4.987	4.811
-237.843	-257.717	5.629	34.578	59.260	5.153	4.958
-237.554	-257.219	5.628	34.215	59.206	5.015	4.743
