snr: 4.433709, var: 3.678090, inckl_gen:232.612595, inckl_eta:70.104042, inckl_z:0.800617
snr: 0.726596, var: 0.126658, inckl_gen:1.183349, inckl_eta:0.005990, inckl_z:0.142495
snr: 0.723098, var: 0.123504, inckl_gen:8.055952, inckl_eta:0.004402, inckl_z:2.288062
snr: 0.724938, var: 0.135808, inckl_gen:37.868874, inckl_eta:0.004452, inckl_z:0.672453
snr: 0.722400, var: 0.133400, inckl_gen:5.825510, inckl_eta:0.005919, inckl_z:0.096429
snr: 0.721003, var: 0.144728, inckl_gen:10.593322, inckl_eta:0.035149, inckl_z:0.729877
snr: 0.723843, var: 0.163397, inckl_gen:1.283012, inckl_eta:0.008813, inckl_z:0.136475
snr: 0.722853, var: 0.148595, inckl_gen:10.193669, inckl_eta:0.004486, inckl_z:0.370595
snr: 0.725343, var: 0.128859, inckl_gen:8.304312, inckl_eta:0.004207, inckl_z:0.810194
snr: 0.727881, var: 0.127398, inckl_gen:0.669340, inckl_eta:0.004910, inckl_z:0.365628
snr: 0.715674, var: 0.130622, inckl_gen:1.800122, inckl_eta:0.002371, inckl_z:0.094743
snr: 0.718377, var: 0.129208, inckl_gen:9.080169, inckl_eta:0.004986, inckl_z:0.280304
snr: 0.724008, var: 0.127814, inckl_gen:0.348268, inckl_eta:0.012959, inckl_z:0.086280
snr: 0.720962, var: 0.125632, inckl_gen:0.792166, inckl_eta:0.003347, inckl_z:0.110449
snr: 0.721159, var: 0.133569, inckl_gen:3.451880, inckl_eta:0.002411, inckl_z:0.140641
snr: 0.724364, var: 0.144854, inckl_gen:13.500531, inckl_eta:0.004332, inckl_z:0.510366
snr: 0.723590, var: 0.136080, inckl_gen:0.750994, inckl_eta:0.001728, inckl_z:0.164285
snr: 0.731937, var: 0.130653, inckl_gen:2.367053, inckl_eta:0.003054, inckl_z:0.201412
snr: 0.722326, var: 0.135351, inckl_gen:70.882805, inckl_eta:0.002867, inckl_z:0.720542
snr: 0.720939, var: 0.141810, inckl_gen:1.984097, inckl_eta:0.030503, inckl_z:0.453687
snr: 0.727325, var: 0.154390, inckl_gen:0.659301, inckl_eta:0.001429, inckl_z:0.658701
snr: 0.731884, var: 0.152348, inckl_gen:5.495179, inckl_eta:0.001581, inckl_z:1.080132
snr: 0.725799, var: 0.159071, inckl_gen:0.806969, inckl_eta:0.002308, inckl_z:0.334512
snr: 0.719767, var: 0.142536, inckl_gen:68.618523, inckl_eta:0.004823, inckl_z:0.994538
snr: 0.727287, var: 0.146557, inckl_gen:10.126049, inckl_eta:0.002689, inckl_z:1.076937
snr: 0.724315, var: 0.143838, inckl_gen:0.109815, inckl_eta:0.001161, inckl_z:0.292036
snr: 0.725200, var: 0.149023, inckl_gen:0.084742, inckl_eta:0.001380, inckl_z:0.020760
snr: 0.718634, var: 0.151045, inckl_gen:7.047458, inckl_eta:0.002434, inckl_z:0.282502
snr: 0.715776, var: 0.138009, inckl_gen:0.440739, inckl_eta:0.000953, inckl_z:0.183752
snr: 0.723357, var: 0.134267, inckl_gen:0.532900, inckl_eta:0.001538, inckl_z:0.181195
snr: 0.721871, var: 0.126333, inckl_gen:0.603359, inckl_eta:0.002069, inckl_z:0.201673
snr: 0.719820, var: 0.130445, inckl_gen:12.323936, inckl_eta:0.001985, inckl_z:1.151602
snr: 0.719406, var: 0.127021, inckl_gen:2.552132, inckl_eta:0.000723, inckl_z:0.071715
snr: 0.720817, var: 0.135283, inckl_gen:7.821362, inckl_eta:0.002205, inckl_z:0.615383
snr: 0.718473, var: 0.172177, inckl_gen:3.345114, inckl_eta:0.001235, inckl_z:0.808103
snr: 0.720928, var: 0.141502, inckl_gen:0.048257, inckl_eta:0.001292, inckl_z:0.058068
snr: 0.720493, var: 0.152036, inckl_gen:0.391463, inckl_eta:0.001551, inckl_z:0.229865
snr: 0.716829, var: 0.140102, inckl_gen:0.574786, inckl_eta:0.001110, inckl_z:0.418686
snr: 0.724719, var: 0.189634, inckl_gen:12.654568, inckl_eta:0.002316, inckl_z:0.318841
snr: 0.723849, var: 0.155745, inckl_gen:7.381420, inckl_eta:0.024247, inckl_z:0.684864
snr: 0.717598, var: 0.149117, inckl_gen:0.222185, inckl_eta:0.002200, inckl_z:0.894671
snr: 0.716709, var: 0.133940, inckl_gen:0.052125, inckl_eta:0.001621, inckl_z:0.153300
snr: 0.723378, var: 0.140578, inckl_gen:0.525200, inckl_eta:0.000793, inckl_z:0.204654
snr: 0.724885, var: 0.141203, inckl_gen:0.337075, inckl_eta:0.001073, inckl_z:0.423144
snr: 0.720546, var: 0.151045, inckl_gen:19.627542, inckl_eta:0.000969, inckl_z:0.870725
snr: 0.718831, var: 0.138708, inckl_gen:0.666907, inckl_eta:0.000429, inckl_z:0.228729
snr: 0.716731, var: 0.139858, inckl_gen:34.578285, inckl_eta:0.001354, inckl_z:0.496019
snr: 0.725738, var: 0.149275, inckl_gen:0.788487, inckl_eta:0.000597, inckl_z:0.289205
snr: 0.725981, var: 0.140210, inckl_gen:1.508818, inckl_eta:0.002682, inckl_z:0.983904
snr: 0.725499, var: 0.141571, inckl_gen:0.454150, inckl_eta:0.001735, inckl_z:0.928207
snr: 0.719785, var: 0.142666, inckl_gen:1.793218, inckl_eta:0.000471, inckl_z:0.275298
snr: 0.720027, var: 0.149572, inckl_gen:1.724906, inckl_eta:0.001593, inckl_z:0.808715
snr: 0.721313, var: 0.136454, inckl_gen:0.137226, inckl_eta:0.001193, inckl_z:0.247078
snr: 0.723210, var: 0.154347, inckl_gen:0.118145, inckl_eta:0.002200, inckl_z:0.044876
snr: 0.723686, var: 0.149511, inckl_gen:42.776913, inckl_eta:0.000912, inckl_z:0.640263
snr: 0.722027, var: 0.153909, inckl_gen:0.021131, inckl_eta:0.000588, inckl_z:0.018102
snr: 0.721242, var: 0.149503, inckl_gen:155.528122, inckl_eta:0.002397, inckl_z:1.320730
snr: 0.726202, var: 0.171769, inckl_gen:0.150678, inckl_eta:0.002104, inckl_z:0.265568
snr: 0.728049, var: 0.158813, inckl_gen:0.006927, inckl_eta:0.000361, inckl_z:0.236701
snr: 0.721312, var: 0.172091, inckl_gen:0.089405, inckl_eta:0.001467, inckl_z:0.790922
snr: 0.720231, var: 0.152992, inckl_gen:0.412465, inckl_eta:0.001717, inckl_z:0.511266
snr: 0.720936, var: 0.137301, inckl_gen:3.041117, inckl_eta:0.000900, inckl_z:0.742392
snr: 0.723550, var: 0.158206, inckl_gen:0.002925, inckl_eta:0.000563, inckl_z:0.835057
snr: 0.722174, var: 0.149582, inckl_gen:0.023468, inckl_eta:0.001305, inckl_z:0.013670
snr: 0.725334, var: 0.163510, inckl_gen:0.475363, inckl_eta:0.001175, inckl_z:0.586531
snr: 0.720794, var: 0.169397, inckl_gen:1.811178, inckl_eta:0.001484, inckl_z:1.264449
snr: 0.719662, var: 0.152077, inckl_gen:0.314303, inckl_eta:0.001811, inckl_z:0.933264
snr: 0.724804, var: 0.154412, inckl_gen:0.378260, inckl_eta:0.001658, inckl_z:0.038251
snr: 0.726512, var: 0.160403, inckl_gen:0.282210, inckl_eta:0.000449, inckl_z:0.085936
snr: 0.717202, var: 0.157088, inckl_gen:0.421949, inckl_eta:0.000811, inckl_z:0.060290
snr: 0.720016, var: 0.163918, inckl_gen:0.019522, inckl_eta:0.000897, inckl_z:0.416412
snr: 0.717448, var: 0.143954, inckl_gen:0.445549, inckl_eta:0.000249, inckl_z:0.945059
snr: 0.720186, var: 0.134414, inckl_gen:0.075546, inckl_eta:0.001347, inckl_z:0.125065
snr: 0.726787, var: 0.134443, inckl_gen:0.045900, inckl_eta:0.001285, inckl_z:0.308558
snr: 0.724689, var: 0.145866, inckl_gen:0.015101, inckl_eta:0.000904, inckl_z:0.287369
snr: 0.722003, var: 0.163806, inckl_gen:0.086538, inckl_eta:0.001021, inckl_z:0.350470
snr: 0.722521, var: 0.145654, inckl_gen:0.092316, inckl_eta:0.000807, inckl_z:0.458923
snr: 0.723725, var: 0.137841, inckl_gen:0.015108, inckl_eta:0.000559, inckl_z:0.019773
snr: 0.731186, var: 0.167297, inckl_gen:1.792250, inckl_eta:0.001522, inckl_z:0.073749
snr: 0.720511, var: 0.163935, inckl_gen:0.014393, inckl_eta:0.000516, inckl_z:0.534270
snr: 0.726256, var: 0.169366, inckl_gen:0.018866, inckl_eta:0.000754, inckl_z:0.069994
snr: 0.726638, var: 0.153138, inckl_gen:0.057328, inckl_eta:0.001962, inckl_z:0.768486
snr: 0.722644, var: 0.156419, inckl_gen:0.010144, inckl_eta:0.001007, inckl_z:0.623997
snr: 0.720112, var: 0.157870, inckl_gen:0.104503, inckl_eta:0.000640, inckl_z:0.859630
snr: 0.718022, var: 0.156399, inckl_gen:0.017434, inckl_eta:0.000392, inckl_z:0.214728
snr: 0.718453, var: 0.156229, inckl_gen:0.042332, inckl_eta:0.003220, inckl_z:0.872519
snr: 0.717152, var: 0.148771, inckl_gen:0.137194, inckl_eta:0.010687, inckl_z:1.126584
snr: 0.724684, var: 0.150428, inckl_gen:0.024860, inckl_eta:0.001308, inckl_z:0.055080
snr: 0.725475, var: 0.162315, inckl_gen:0.169464, inckl_eta:0.002416, inckl_z:0.522969
snr: 0.726032, var: 0.147719, inckl_gen:0.009088, inckl_eta:0.001472, inckl_z:0.359455
snr: 0.717132, var: 0.151144, inckl_gen:0.055255, inckl_eta:0.000767, inckl_z:0.754387
snr: 0.718739, var: 0.149632, inckl_gen:0.302135, inckl_eta:0.001568, inckl_z:0.888205
snr: 0.729919, var: 0.158112, inckl_gen:0.025230, inckl_eta:0.000663, inckl_z:0.848043
snr: 0.723125, var: 0.173371, inckl_gen:0.012746, inckl_eta:0.000898, inckl_z:0.044280
snr: 0.718057, var: 0.157719, inckl_gen:0.081164, inckl_eta:0.000813, inckl_z:0.045915
snr: 0.718398, var: 0.170228, inckl_gen:0.008931, inckl_eta:0.000582, inckl_z:0.376920
snr: 0.721386, var: 0.155559, inckl_gen:0.013719, inckl_eta:0.001284, inckl_z:0.383147
snr: 0.717356, var: 0.159049, inckl_gen:0.019710, inckl_eta:0.000413, inckl_z:0.019874
snr: 0.724415, var: 0.155877, inckl_gen:0.002774, inckl_eta:0.000563, inckl_z:0.184565
snr: 0.720562, var: 0.148005, inckl_gen:0.281429, inckl_eta:0.001261, inckl_z:0.686961
snr: 0.720104, var: 0.163215, inckl_gen:0.121410, inckl_eta:0.000870, inckl_z:0.226044
snr: 0.726334, var: 0.166671, inckl_gen:0.052079, inckl_eta:0.000559, inckl_z:0.439716
snr: 0.722289, var: 0.156354, inckl_gen:0.172991, inckl_eta:0.005668, inckl_z:0.292087
snr: 0.720423, var: 0.161268, inckl_gen:0.002588, inckl_eta:0.000374, inckl_z:0.144301
snr: 0.716968, var: 0.143238, inckl_gen:0.039147, inckl_eta:0.000900, inckl_z:0.261458
snr: 0.722324, var: 0.173699, inckl_gen:0.019865, inckl_eta:0.000589, inckl_z:0.642761
snr: 0.718897, var: 0.181591, inckl_gen:0.007930, inckl_eta:0.001268, inckl_z:0.182039
snr: 0.718385, var: 0.211768, inckl_gen:0.004281, inckl_eta:0.000585, inckl_z:0.089288
snr: 0.722109, var: 0.160488, inckl_gen:0.016198, inckl_eta:0.000500, inckl_z:0.560219
snr: 0.722826, var: 0.151013, inckl_gen:0.015225, inckl_eta:0.000872, inckl_z:1.028853
snr: 0.719642, var: 0.145548, inckl_gen:0.011282, inckl_eta:0.001096, inckl_z:0.601103
snr: 0.715232, var: 0.153579, inckl_gen:0.034673, inckl_eta:0.000565, inckl_z:0.344336
snr: 0.719355, var: 0.150896, inckl_gen:0.012754, inckl_eta:0.000537, inckl_z:0.122028
snr: 0.721860, var: 0.182792, inckl_gen:0.051770, inckl_eta:0.000733, inckl_z:0.117950
snr: 0.719946, var: 0.152074, inckl_gen:0.039554, inckl_eta:0.001992, inckl_z:1.548148
snr: 0.717597, var: 0.137625, inckl_gen:0.005539, inckl_eta:0.000662, inckl_z:0.562092
snr: 0.719130, var: 0.161457, inckl_gen:0.003778, inckl_eta:0.000926, inckl_z:0.492190
snr: 0.717763, var: 0.137767, inckl_gen:0.025893, inckl_eta:0.000693, inckl_z:0.117699
snr: 0.719972, var: 0.140867, inckl_gen:0.075978, inckl_eta:0.000532, inckl_z:0.500079
snr: 0.718269, var: 0.143375, inckl_gen:0.006702, inckl_eta:0.000285, inckl_z:0.358573
snr: 0.719719, var: 0.157123, inckl_gen:0.005329, inckl_eta:0.000899, inckl_z:0.308438
snr: 0.726648, var: 0.206077, inckl_gen:0.108914, inckl_eta:0.001000, inckl_z:1.316517
snr: 0.717836, var: 0.163650, inckl_gen:0.013004, inckl_eta:0.000666, inckl_z:0.771843
snr: 0.718217, var: 0.145722, inckl_gen:0.013672, inckl_eta:0.001001, inckl_z:0.758288
snr: 0.724209, var: 0.143504, inckl_gen:0.054222, inckl_eta:0.000402, inckl_z:0.323204
snr: 0.721862, var: 0.161100, inckl_gen:0.002598, inckl_eta:0.000489, inckl_z:0.197568
snr: 0.722926, var: 0.165073, inckl_gen:0.074273, inckl_eta:0.001064, inckl_z:0.737309
snr: 0.719794, var: 0.166228, inckl_gen:0.009388, inckl_eta:0.001066, inckl_z:0.073194
snr: 0.724164, var: 0.159012, inckl_gen:0.002997, inckl_eta:0.001053, inckl_z:0.764326
snr: 0.719818, var: 0.154731, inckl_gen:0.325775, inckl_eta:0.000514, inckl_z:0.708578
snr: 0.726432, var: 0.181803, inckl_gen:0.057144, inckl_eta:0.001572, inckl_z:0.927406
snr: 0.721792, var: 0.176760, inckl_gen:0.003372, inckl_eta:0.000607, inckl_z:0.302278
snr: 0.718947, var: 0.162023, inckl_gen:0.001405, inckl_eta:0.001023, inckl_z:0.126834
snr: 0.725132, var: 0.145926, inckl_gen:0.001871, inckl_eta:0.000542, inckl_z:0.048708
snr: 0.722322, var: 0.145821, inckl_gen:0.033037, inckl_eta:0.000658, inckl_z:0.018571
snr: 0.719694, var: 0.142314, inckl_gen:0.046583, inckl_eta:0.000667, inckl_z:0.562896
snr: 0.733284, var: 0.153012, inckl_gen:0.020904, inckl_eta:0.000468, inckl_z:0.009432
snr: 0.729651, var: 0.161688, inckl_gen:0.003340, inckl_eta:0.001031, inckl_z:0.490505
snr: 0.726810, var: 0.148121, inckl_gen:0.338773, inckl_eta:0.000909, inckl_z:1.441719
snr: 0.716070, var: 0.142089, inckl_gen:0.042008, inckl_eta:0.000699, inckl_z:0.725275
snr: 0.721170, var: 0.139312, inckl_gen:0.002808, inckl_eta:0.000838, inckl_z:0.500011
snr: 0.724776, var: 0.162807, inckl_gen:0.006118, inckl_eta:0.000941, inckl_z:0.390636
snr: 0.715869, var: 0.157329, inckl_gen:0.008323, inckl_eta:0.000725, inckl_z:0.486422
snr: 0.722615, var: 0.158542, inckl_gen:0.035131, inckl_eta:0.001016, inckl_z:0.277122
snr: 0.718224, var: 0.150491, inckl_gen:0.005754, inckl_eta:0.000448, inckl_z:0.146968
snr: 0.722336, var: 0.158293, inckl_gen:0.025193, inckl_eta:0.000943, inckl_z:0.355739
snr: 0.723891, var: 0.157955, inckl_gen:0.002840, inckl_eta:0.001105, inckl_z:0.408197
snr: 0.722147, var: 0.157063, inckl_gen:0.156002, inckl_eta:0.001366, inckl_z:0.338111
snr: 0.724031, var: 0.152274, inckl_gen:0.003425, inckl_eta:0.001034, inckl_z:0.493733
snr: 0.714670, var: 0.160005, inckl_gen:0.002727, inckl_eta:0.000460, inckl_z:0.034461
snr: 0.720740, var: 0.143607, inckl_gen:0.005025, inckl_eta:0.000510, inckl_z:0.121884
snr: 0.723110, var: 0.151152, inckl_gen:0.008840, inckl_eta:0.000758, inckl_z:0.866792
snr: 0.720216, var: 0.140586, inckl_gen:0.012060, inckl_eta:0.001940, inckl_z:0.858222
snr: 0.724098, var: 0.165968, inckl_gen:0.005576, inckl_eta:0.001088, inckl_z:0.484207
snr: 0.719869, var: 0.185266, inckl_gen:0.005186, inckl_eta:0.001809, inckl_z:0.484657
snr: 0.726526, var: 0.165898, inckl_gen:0.002920, inckl_eta:0.000455, inckl_z:0.133779
snr: 0.718941, var: 0.151396, inckl_gen:0.083225, inckl_eta:0.000673, inckl_z:1.058514
snr: 0.728775, var: 0.152620, inckl_gen:0.002248, inckl_eta:0.000540, inckl_z:0.297652
snr: 0.718500, var: 0.180868, inckl_gen:0.032290, inckl_eta:0.000876, inckl_z:0.591232
snr: 0.717058, var: 0.162800, inckl_gen:0.003041, inckl_eta:0.000392, inckl_z:0.109316
snr: 0.728930, var: 0.154900, inckl_gen:0.003021, inckl_eta:0.000364, inckl_z:0.044871
snr: 0.724282, var: 0.181744, inckl_gen:0.013425, inckl_eta:0.000690, inckl_z:0.857179
snr: 0.719270, var: 0.169288, inckl_gen:0.006906, inckl_eta:0.001570, inckl_z:0.956105
snr: 0.719617, var: 0.179116, inckl_gen:0.005413, inckl_eta:0.001655, inckl_z:0.482610
snr: 0.718680, var: 0.182710, inckl_gen:0.002898, inckl_eta:0.000547, inckl_z:0.244029
snr: 0.714251, var: 0.184507, inckl_gen:0.030733, inckl_eta:0.000544, inckl_z:0.354329
snr: 0.714379, var: 0.158256, inckl_gen:0.012181, inckl_eta:0.000576, inckl_z:0.478288
snr: 0.718678, var: 0.166012, inckl_gen:0.807411, inckl_eta:0.000580, inckl_z:0.633282
snr: 0.724123, var: 0.170954, inckl_gen:0.002895, inckl_eta:0.000762, inckl_z:0.134252
snr: 0.716288, var: 0.161000, inckl_gen:0.002373, inckl_eta:0.001257, inckl_z:0.784110
snr: 0.718273, var: 0.173682, inckl_gen:0.072776, inckl_eta:0.001021, inckl_z:1.491826
snr: 0.718216, var: 0.183392, inckl_gen:0.011132, inckl_eta:0.000737, inckl_z:0.406147
