SymKL	EUBO	ELBO	ESS	KLs_eta_ex	KLs_eta_in	KLs_z_ex	KLs_z_in
805.842	596.910	-617.448	5.704	1.940	2.036	0.000	-0.000
804.640	595.880	-618.567	5.716	1.903	1.988	0.000	-0.000
783.265	573.459	-614.376	5.716	1.928	1.990	0.000	-0.000
800.103	590.864	-615.900	5.732	1.928	1.997	0.000	-0.000
795.151	587.793	-613.967	5.735	1.928	2.023	0.000	-0.000
797.403	588.894	-614.903	5.752	1.911	1.973	0.000	-0.000
803.232	594.525	-614.151	5.758	1.943	2.028	0.000	-0.000
799.875	590.088	-617.836	5.767	1.928	2.006	0.000	-0.000
803.724	596.618	-614.464	5.772	1.932	2.008	0.000	-0.000
789.341	583.063	-615.050	5.777	1.913	1.975	0.000	-0.000
